"","x"
"5077","Reed Sturtevant"
"5078","Rees Capital"
"5079","Rees Capital"
"5080","Refactor Capital"
"5081","Reflex Capital"
"5082","Regional Growth Fund"
"5083","Reid Hoffman"
"5084","Reimagined Ventures"
"5085","Reindeer Investments"
"5086","Reinventure"
"5087","Relay Ventures"
"5088","Rembrandt Venture Partners"
"5089","Rene De Jong"
"5090","Rene Giretzlehner"
"5091","Rene Reinsberg"
"5092","Renee LaBran"
"5093","Renren Inc."
"5094","Reshma Sohoni"
"5095","Residence Ventures"
"5096","Resolute.vc"
"5097","Resonant Venture Partners"
"5098","Resonate"
"5099","Rethink Education"
"5100","Retrophin"
"5101","Reuven Agassi"
"5102","Rev1 Ventures"
"5103","Revel Partners"
"5104","Revolution LLC"
"5105","Rex Health Ventures"
"5106","Reynolds &amp; Company Venture Partners"
"5107","Rho Canada"
"5108","Rho Canada Ventures"
"5109","Rho Capital Partners"
"5110","Rho West"
"5111","Rhode Island Science &amp; Technology Advisory Council"
"5112","Ribbit Capital"
"5113","Ric Calvillo"
"5114","Ric Calvillo"
"5115","Ricardo Fernandez"
"5116","Ricardo Fernandez"
"5117","Rich Barton"
"5118","Rich Chen"
"5119","Rich Greenfield"
"5120","Rich LeFurgy"
"5121","Rich Miner"
"5122","Rich Nelson"
"5123","Rich Schmelzer"
"5124","Richard A Clarke"
"5125","Richard Axilrod"
"5126","Richard Branson"
"5127","Richard Branson"
"5128","Richard Branson"
"5129","Richard Chen"
"5130","Richard Dale"
"5131","Richard Fearn"
"5132","Richard Fearn"
"5133","Richard Greenfield"
"5134","Richard Katzman"
"5135","Richard Pleeth"
"5136","Richard Titus"
"5137","Richard Wolpert"
"5138","Richmond Park Partners"
"5139","Richmond Park Partners"
"5140","Rick Bank"
"5141","Rick Caruso"
"5142","Rick Dalzell"
"5143","Rick DeVos"
"5144","Rick Holton, Jr."
"5145","Rick J. Caruso"
"5146","Rick Marini"
"5147","Rick Merrill"
"5148","Rick Morrison"
"5149","Rick Morrison"
"5150","Rick Thompson"
"5151","Rick Timmins"
"5152","Rick Timmins"
"5153","Rick Wagoner"
"5154","Rick Webb"
"5155","Rick White"
"5156","Rico Wyder"
"5157","Ridaa Murad"
"5158","Rider Insurance"
"5159","Ridgewood Capital"
"5160","Right Click Capital"
"5161","Right Side Capital Management"
"5162","RightVentures"
"5163","Rikard Steiber"
"5164","Rikard Steiber"
"5165","Rincon Venture Partners"
"5166","Ripple"
"5167","Rishi Kacker"
"5168","Rising Tide"
"5169","Rising Ventures"
"5170","Rittenhouse Ventures"
"5171","RiverPark Ventures"
"5172","Riverfront Ventures"
"5173","Riverwood Capital"
"5174","Rob Adams"
"5175","Rob Chandhok"
"5176","Rob Dobson"
"5177","Rob Emrich"
"5178","Rob Glaser"
"5179","Rob Hayes"
"5180","Rob Hutter"
"5181","Rob Ingenthron"
"5182","Rob Keve"
"5183","Rob Majteles"
"5184","Rob May"
"5185","Rob Taylor"
"5186","Rob Wiesenthal"
"5187","Rob Wright"
"5188","Rob de Heus"
"5189","Rob de Heus"
"5190","Robb Kunz"
"5191","Robby Hilkowitz"
"5192","Robby Walker"
"5193","Robert Afshar"
"5194","Robert Bukaty"
"5195","Robert Dykes"
"5196","Robert Fanini"
"5197","Robert Gober"
"5198","Robert Herjavec"
"5199","Robert Kreibohm"
"5200","Robert Lord"
"5201","Robert Miggins"
"5202","Robert Pietrick"
"5203","Robert Prokes"
"5204","Robert Rosenberg"
"5205","Robert Saunders"
"5206","Robert Saunders"
"5207","Robert Semmens"
"5208","Robert Smith"
"5209","Robert Tobin"
"5210","Robert Wallace"
"5211","Robert Weber"
"5212","Robert Wilson"
"5213","Robert Wuttke"
"5214","Robin Haak"
"5215","Robin Hood Ventures"
"5216","Robin Hood Ventures"
"5217","Robin Klein"
"5218","Robin Pimentel"
"5219","Robolution Capital"
"5220","Robolution Capital"
"5221","Robyn Scott"
"5222","Rock Creek Capital"
"5223","Rock Creek Capital"
"5224","Rock Health"
"5225","Rock My World"
"5226","Rock Oak Capital Partners"
"5227","RockPort Capital Partners"
"5228","Rockaway Capital"
"5229","Rockaway Capital"
"5230","Rockefeller Foundation"
"5231","Rocket Internet"
"5232","Rocket Ventures"
"5233","Rockies Venture Club"
"5234","Rockstart"
"5235","Rockstart"
"5236","Rockstart Accelerator"
"5237","Rod Watson"
"5238","Rod da Silva"
"5239","Roderick Cooke"
"5240","Rodrigo Carvalho"
"5241","Rodrigo Dantas"
"5242","Roger Bamford"
"5243","Roger Chang"
"5244","Roger Dickey"
"5245","Roger E. Egan"
"5246","Roger Ehrenberg"
"5247","Roger Martin"
"5248","Roger Salzman"
"5249","Roger Salzman"
"5250","Roger Ver"
"5251","Rogers Communications Inc."
"5252","Rogue Venture Partners"
"5253","Roham Gharegozlou"
"5254","Rohan Oza"
"5255","Rohatton"
"5256","Rohit Bansal"
"5257","Rohit Bansal"
"5258","Rohit Chauhan"
"5259","Rohit Dsouza"
"5260","Rokk3r Labs"
"5261","Roland Zeller"
"5262","Rolf Schrömgens"
"5263","Rolling Hills Ventures"
"5264","Romar Capital"
"5265","Romar Capital Partners"
"5266","Romulus Capital"
"5267","Ron Aris"
"5268","Ron Bouganim"
"5269","Ron Burkle"
"5270","Ron Carmichael"
"5271","Ron Conway"
"5272","Ron Garret"
"5273","Ron Gura"
"5274","Ron Gura"
"5275","Ron Kastner"
"5276","Ron Rofe"
"5277","Ronald Conway"
"5278","Ronan Harris"
"5279","Ronnie Cheng"
"5280","Ronny Conway"
"5281","Rony Kahan"
"5282","Rony Kahan"
"5283","Root Ventures"
"5284","Root Ventures"
"5285","Rory Hackett"
"5286","Rosco Hill"
"5287","Rose Park Advisors"
"5288","Rose Tech Ventures"
"5289","RoseRock"
"5290","Rosecliff Ventures"
"5291","Rosepaul Investments / RosePaul Ventures"
"5292","Ross Levinsohn"
"5293","Rothenberg Ventures"
"5294","Rough Draft Ventures"
"5295","Route 66 Ventures"
"5296","Router Ventures"
"5297","Rouven Dresselhaus"
"5298","Roy Rodenstein"
"5299","Royal Bank of Canada"
"5300","Royce Disini"
"5301","Royston Tay"
"5302","Ruben Ferreiro"
"5303","Rubicon Venture Capital"
"5304","Ruchi Sanghvi"
"5305","Rudy Gadre"
"5306","Rudy Gadre"
"5307","Rudy Gopalakrishnan"
"5308","Rufus Griscom"
"5309","Rufus Griscom"
"5310","Rugged Ventures"
"5311","Rui Rodrigues"
"5312","Runa Capital"
"5313","Russ Fradin"
"5314","Russ Siegelman"
"5315","Russel Simmons"
"5316","Russel Simmons"
"5317","Russel Simmons"
"5318","Russell Cook"
"5319","Russell Cook"
"5320","Russell Cook"
"5321","Russell Hirsch"
"5322","Russell Long"
"5323","Russell Siegelman"
"5324","Russia Partners"
"5325","Russia Partners"
"5326","Rustic Canyon Partners"
"5327","Rutledge Vine Capital"
"5328","Ruvento"
"5329","Ryan Allis"
"5330","Ryan Allis"
"5331","Ryan Bednar"
"5332","Ryan Delk"
"5333","Ryan Flynn MD PhD"
"5334","Ryan Holmes"
"5335","Ryan Hubbard"
"5336","Ryan McIntyre"
"5337","Ryan Melohn"
"5338","Ryan Merket"
"5339","Ryan Mickle"
"5340","Ryan Moore"
"5341","Ryan Petersen"
"5342","Ryan Raddon (Kaskade)"
"5343","Ryan Scripps"
"5344","Ryan Slack"
"5345","Ryan Spraetz"
"5346","Ryan Tuerck"
"5347","S-Cubed Capital"
"5348","S.R. One , Limited"
"5349","S2 Capital"
"5350","S3 Ventures"
"5351","SAIC Capital"
"5352","SAIF Partners"
"5353","SBI Investment"
"5354","SEEK"
"5355","SEEK Ltd."
"5356","SF Angels Group"
"5357","SG VC"
"5358","SGH CAPITAL"
"5359","SGVC"
"5360","SGVC"
"5361","SHOzemi Innovation Ventures"
"5362","SJF Ventures"
"5363","SK Telecom Ventures"
"5364","SK Ventures"
"5365","SLP Ventures"
"5366","SMC Holdings"
"5367","SMRK VC Fund"
"5368","SNCF"
"5369","SODENA"
"5370","SOSV"
"5371","SOSventures"
"5372","SP Investment Fund"
"5373","SP Investment Fund LLC"
"5374","SP Investment Fund LLC"
"5375","SQN Investment Group"
"5376","SRI Capital"
"5377","STE Capital"
"5378","SURGE Accelerator"
"5379","SV Angel"
"5380","SV FRONTIER"
"5381","SV2"
"5382","SVB Capital"
"5383","SVS Ventures"
"5384","SWSD-Iot Holdings, LLC"
"5385","SWaN &amp; Legend Venture Partners"
"5386","SXE Ventures"
"5387","SYD Ventures"
"5388","SYD Ventures"
"5389","SaaS Capital"
"5390","SaaStr Fund"
"5391","Saar Gur"
"5392","Sacha Fuentes"
"5393","Sachin Agarwal"
"5394","Sachin Dev Duggal"
"5395","Saeed Amidi"
"5396","Saeed Amidi"
"5397","Safa Rashtchy"
"5398","Safa Rashtchy"
"5399","Safeguard Scientifics"
"5400","Safeguard Scientifics"
"5401","Sahil Lavingia"
"5402","Saint Louis Arch Angels"
"5403","Saleh Daher"
"5404","Salesforce"
"5405","Salesforce"
"5406","Salesforce Ventures"
"5407","Salil Pitroda"
"5408","Sam Altman"
"5409","Sam Altschuler"
"5410","Sam Choi"
"5411","Sam Choi"
"5412","Sam Decker"
"5413","Sam Englebardt"
"5414","Sam Friend"
"5415","Sam Guren"
"5416","Sam Hodges"
"5417","Sam Hwang"
"5418","Sam Lessin"
"5419","Sam Melamed"
"5420","Sam Morgan"
"5421","Sam Stokes"
"5422","Sam Teller"
"5423","Sam Teller"
"5424","Sam Yagan"
"5425","Sam Yagan"
"5426","Sam Yam"
"5427","Samaipata Ventures"
"5428","Sameer Jageti"
"5429","Sameer Jagetia"
"5430","Samer Hamadeh"
"5431","Samos Investments"
"5432","Samothrace Partners"
"5433","Samsung NEXT"
"5434","Samsung Ventures"
"5435","Samuel Klepfish"
"5436","Samurai Incubate"
"5437","Samvit Ramadurgam"
"5438","Sand Hill Angels"
"5439","Sand Hill East"
"5440","Sand Hill East"
"5441","Sandalphon Capital"
"5442","Sandbox Industries"
"5443","Sandeep Bhanote"
"5444","Sandor Capital"
"5445","Sandra Perkins"
"5446","Sands Capital Ventures"
"5447","Sandy Kory"
"5448","Sangbeom Kim"
"5449","Sangbeom Kim"
"5450","Sangwook Jin"
"5451","Sangwook Jin"
"5452","Sanjay Chadda"
"5453","Sanjay Parekh"
"5454","Sanjay Sathe"
"5455","Sanjeev Singh"
"5456","Sanjiva Weerawarana"
"5457","Sanofi-Genzyme BioVentures"
"5458","SanomaVentures"
"5459","Santander InnoVentures"
"5460","Santiago Schettini"
"5461","Sapphire Ventures"
"5462","Sapphire Ventures"
"5463","Sara Haider"
"5464","Sarah Imbach"
"5465","Sarah Imbach"
"5466","Sarah Leary"
"5467","Sarah Wood"
"5468","Sarah du Heaume"
"5469","Sarah du Heaume"
"5470","Sascha Hausmann"
"5471","Sasha Markvo"
"5472","Satish Dharmaraj"
"5473","Satori Capital"
"5474","Saul Klein"
"5475","Savneet Singh"
"5476","Sazze"
"5477","Sazze Partners"
"5478","Scale Venture Partners"
"5479","Scaleworks"
"5480","Scenario Creation"
"5481","Schooner Capital"
"5482","SciFi VC"
"5483","Science"
"5484","Science"
"5485","Science House Capital"
"5486","Scooter Braun"
"5487","Scott Banister"
"5488","Scott Becker"
"5489","Scott Belsky"
"5490","Scott Farquhar"
"5491","Scott Hartley"
"5492","Scott Heller"
"5493","Scott Kleper"
"5494","Scott Kluth"
"5495","Scott Kurnit"
"5496","Scott Lake"
"5497","Scott Lieberman"
"5498","Scott Marlette"
"5499","Scott McDaniel"
"5500","Scott McNealy"
"5501","Scott Moss"
"5502","Scott Page"
"5503","Scott Petry"
"5504","Scott Petry"
"5505","Scott Siegler"
"5506","Scott Tannen"
"5507","Scottish Enterprise"
"5508","Scottish Equity Partners (SEP)"
"5509","Scottish Equity Partners (SEP)"
"5510","Scottish Investment Bank"
"5511","Scout Ventures"
"5512","Scrum Ventures"
"5513","Seabed VC"
"5514","Seacrest Global Group"
"5515","Sean Ammirati"
"5516","Sean Black"
"5517","Sean Byrnes"
"5518","Sean Conway"
"5519","Sean Ellis"
"5520","Sean Glass"
"5521","Sean Harper"
"5522","Sean Jazayeri"
"5523","Sean Kell"
"5524","Sean Knapp"
"5525","Sean McDade"
"5526","Sean O&#39;Sullivan"
"5527","Sean Parker"
"5528","Sean Percival"
"5529","Sean Spector"
"5530","Searchcamp Accelerator"
"5531","Seattle Angel Conference"
"5532","Seattle Angel Conference"
"5533","Seavest Capital Partners"
"5534","Seaya Ventures"
"5535","Sebastian Picardo"
"5536","Second Avenue Partners"
"5537","Second Time Around"
"5538","Seed Capital"
"5539","Seed Capital Fund"
"5540","Seed Equity Ventures"
"5541","Seed Hatchery"
"5542","Seed and Early Stage Fund"
"5543","SeedIL Investment Club"
"5544","SeedInvest"
"5545","SeedRocket"
"5546","SeedSumo"
"5547","Seedcamp"
"5548","Seedrs"
"5549","Seedstartup"
"5550","Seeqnce"
"5551","Select Venture Partners"
"5552","Selçuk Saraç"
"5553","Semil Shah"
"5554","Semyon Dukach"
"5555","Senator Investment Group"
"5556","Sequel Fund"
"5557","Sequoia Capital"
"5558","Seraph Group"
"5559","Seraph Group"
"5560","Serena Williams"
"5561","Serge Alleyne"
"5562","Serge Kassardjian"
"5563","Sergey Gribov"
"5564","Sergio Balcells"
"5565","Sergio Cortés"
"5566","Sergio Cortés"
"5567","Serious Change"
"5568","Serra Ventures"
"5569","Service Provider Capital"
"5570","Sesame Workshop"
"5571","Seth Berman"
"5572","Seth Demsey"
"5573","Seth Goldstein"
"5574","Seth Harris"
"5575","Seth Miller"
"5576","Seven Peaks Ventures"
"5577","Seven Peaks Ventures"
"5578","Seven Seas Venture Partners"
"5579","SevenVentures"
"5580","Shah Capital Partners"
"5581","Shahram Tafazoli"
"5582","Shailesh Rao"
"5583","Shailesh Rao"
"5584","Shaked Ventures"
"5585","Shaker Sadasivam"
"5586","Shamrock Holdings"
"5587","Shamrock Ventures"
"5588","Shan Mehta"
"5589","Shana Fisher"
"5590","Shana Fisher"
"5591","Shane Battier"
"5592","Shane Battier"
"5593","Shane Naughton"
"5594","Sharif El-Badawi"
"5595","Shasta Ventures"
"5596","Shaun Maguire"
"5597","Shawn Bercuson"
"5598","Shawn Bruins"
"5599","Shawn Budde"
"5600","Shawn Byers"
"5601","Shawn V. Gruver"
"5602","Shea Ventures"
"5603","Sheel Mohnot"
"5604","Sheel Tyle"
"5605","Shelli Trung"
"5606","Shen Tong"
"5607","Shenzhen Capital Group"
"5608","Shenzhen Valley Ventures"
"5609","Shep Maher"
"5610","Shereen Shermak"
"5611","Sherpa Capital"
"5612","SherpaShare"
"5613","SherpaShare"
"5614","SherpaVentures"
"5615","Sherpalo Ventures"
"5616","Sherry Coutu"
"5617","Shervin Pishevar"
"5618","Sheryl Schultz"
"5619","Shilling Capital Partners"
"5620","Shin Ryoku Trust"
"5621","Shining Capital"
"5622","Shogo Kawada"
"5623","Shogo Kawada"
"5624","Shore Ventures II"
"5625","Shortcut Ventures GmbH"
"5626","Shotput Ventures"
"5627","Shradha Agarwal"
"5628","Shri Ganeshram"
"5629","Shripriya Mahesh"
"5630","Shu Duan"
"5631","Shulman Ventures"
"5632","Shy Cucuy"
"5633","Siamak Taghaddos"
"5634","Sidkap"
"5635","Sierra Angels"
"5636","Sierra Ventures"
"5637","Sierra Wasatch Capital"
"5638","SierraMaya360"
"5639","Sig Mosley"
"5640","Sig Mosley"
"5641","Sig Mosley"
"5642","Sigma Partners"
"5643","Sigma Prime Ventures"
"5644","Sigma West"
"5645","Signal Peak Ventures"
"5646","SignalFire"
"5647","Signature Capital Securities"
"5648","Signatures Capital"
"5649","Signia Venture Partners"
"5650","Silicon Alley Venture Partners"
"5651","Silicon Badia"
"5652","Silicon Valley Bank"
"5653","Silicon Valley Growth Syndicate"
"5654","Silver Lake Partners"
"5655","Silverton Partners"
"5656","Sim Whatley"
"5657","Simeon Simeonov"
"5658","Simon Bichara"
"5659","Simon Bichara"
"5660","Simon Foster"
"5661","Simon Gelfand"
"5662","Simon Holdsworth"
"5663","Simon Mosk-Aoyama"
"5664","Simon Newstead"
"5665","Simon Nixon"
"5666","Simon St. Carter"
"5667","Simon Venture Group"
"5668","Simon Whitfield"
"5669","Simon Whitfield"
"5670","Sinan Güler"
"5671","SineWave Ventures"
"5672","Sinensis Capital"
"5673","SingTel Innov8"
"5674","Singgod Foundation"
"5675","Singing Wolf Ventures LLC"
"5676","Singulariteam"
"5677","Singularity Investments"
"5678","Sinovation Ventures"
"5679","Sistema de Banca para el Desarrollo, Costa Rica"
"5680","SixThirty - FinTech Accelerator"
"5681","Sizhao Yang"
"5682","SkyDeck | Berkeley"
"5683","Skywood Capital"
"5684","Slack"
"5685","Slamdunk Capital"
"5686","Slow Ventures"
"5687","SmartCap AS"
"5688","Smokey Investments LP"
"5689","Snoop Dogg"
"5690","Social Capital"
"5691","Social Capital Partners"
"5692","Social Impact Ventures NL"
"5693","Social Investors"
"5694","Social Leverage"
"5695","Social Starts"
"5696","Socialatom Ventures"
"5697","Socialatom Ventures"
"5698","Sodexo Ventures"
"5699","SoftBank"
"5700","SoftBank Capital"
"5701","SoftTech VC"
"5702","Softbank Ventures Korea"
"5703","Softech"
"5704","Sohail Prasad"
"5705","Sol Fernández-Rañada"
"5706","Solidus"
"5707","Solidus Company"
"5708","Solomon Hykes"
"5709","Solomon Hykes"
"5710","Solon Mack Capital"
"5711","Solon Mack Capital"
"5712","Soma Capital"
"5713","Sonae"
"5714","Songbo Li"
"5715","Sonny Singh"
"5716","Sony Mordechai"
"5717","Sood Ventures"
"5718","Sophia Bush"
"5719","Soraya Darabi"
"5720","Sorenson Capital"
"5721","Sound Ventures"
"5722","SoundBoard Angel Fund"
"5723","Sourabh Niyogi"
"5724","Source Interlink Companies"
"5725","Source Interlink Companies"
"5726","SourceN"
"5727","South Coast Angel Network"
"5728","South Ventures"
"5729","Southern Ontario Angel Network"
"5730","Sozo Ventures"
"5731","Space Angels Network"
"5732","Spar Nord Bank A/S"
"5733","Spark"
"5734","Spark"
"5735","Spark Capital"
"5736","Spark Labs"
"5737","Spark Ventures"
"5738","SparkLabs Accelerator"
"5739","SparkLabs Accelerator"
"5740","SparkLabs Global Ventures"
"5741","Sparkbox Ventures"
"5742","Sparkland Capital"
"5743","Sparkland Capital"
"5744","Specialized Types"
"5745","Spectrum 28"
"5746","SpeedUPAfrica"
"5747","Speedinvest"
"5748","Spencer Rascoff"
"5749","Spider Capital"
"5750","Spread Capital"
"5751","Spring Capital"
"5752","Spring Capital Estonia"
"5753","Spring Creek Investment Management, LLC"
"5754","Spring Mountain Capital"
"5755","Spring Partners"
"5756","Spring Singapore"
"5757","Spring Ventures"
"5758","SpringRock Ventures"
"5759","Springboard"
"5760","Springboard"
"5761","Springboard Angels"
"5762","Springboard Enterprises"
"5763","Springboard UK"
"5764","Springfield Investments"
"5765","Sprint"
"5766","Sprint Accelerator"
"5767","Sprint Nextel"
"5768","Square 1 Bank"
"5769","Square Peg Capital"
"5770","Squarepeg Capital"
"5771","Sravish Sridhar"
"5772","Sree Sreenivasan"
"5773","Sreeram Veeragandham"
"5774","Sridhar Iyengar"
"5775","Sridhar Iyengar"
"5776","Srini Panguluri"
"5777","St. Louis Arch Angels"
"5778","St. Louis County Port Authority"
"5779","St. Louis Economic Development Partnership"
"5780","Stacey Alcorn"
"5781","Stage 1 Ventures"
"5782","Stage One Capital"
"5783","Stage One Capital"
"5784","StageOne Ventures"
"5785","Stanford Angels and Entrepreneurs"
"5786","Stanford University"
"5787","Stanford University"
"5788","Stanford University Venture Fund"
"5789","Stanford University Venture Fund"
"5790","StanfordStartX Fund"
"5791","Stanislas Cromback"
"5792","Stanley Park Ventures."
"5793","Star Power"
"5794","Star Power Partners II LLC"
"5795","Star Power Partners LLC"
"5796","StarVest Partners"
"5797","Stardust Venture Partners"
"5798","Starfish Ventures"
"5799","Starling Ventures"
"5800","Start Capital"
"5801","Start Capital"
"5802","Start Co."
"5803","Start Co."
"5804","Start DMC"
"5805","Start Engine"
"5806","Start Fellows"
"5807","Start Fellows"
"5808","Start Fund"
"5809","Start Garden"
"5810","Start Invest"
"5811","Start-Up Brasil"
"5812","Start-Up Chile"
"5813","StartCaps Ventures"
"5814","StartEngine"
"5815","StartFast Venture Accelerator"
"5816","StartLabs"
"5817","StartLabs"
"5818","StartMate"
"5819","StartOut"
"5820","StartUp Health"
"5821","StartX"
"5822","StartX Fund"
"5823","Startive Ventures"
"5824","Startl"
"5825","Startlabs Research"
"5826","Startup Bootcamp Copenhagen"
"5827","Startup Bootcamp Israel"
"5828","Startup Capital Ventures"
"5829","Startup Monthly"
"5830","Startup Next"
"5831","Startup Wise Guys"
"5832","Startup:Education"
"5833","StartupAngel"
"5834","StartupChile"
"5835","StartupHighway"
"5836","StartupYard"
"5837","Startupbootcamp"
"5838","Startupbootcamp Amsterdam"
"5839","Startupbootcamp E-Commerce Amsterdam"
"5840","Startupbootcamp Fintech New York"
"5841","Startupbootcamp HighTechXL"
"5842","Startupbootcamp Israël"
"5843","Startupbootcamp Istanbul"
"5844","Startupbootcamp Smart Transportation &amp; Energy Berlin"
"5845","Starz Media"
"5846","State of Wisconsin Investment Board"
"5847","Steadfast Venture Capital"
"5848","Steelhead Ventures, LLC"
"5849","Stefan Sharkansky"
"5850","Stefan Sharkansky"
"5851","Stella Fayman"
"5852","Stella Maris Partners"
"5853","Sten Tamkivi"
"5854","Stephan Reckie"
"5855","Stephan Schambach"
"5856","Stephane Philipakis"
"5857","Stephano Kim"
"5858","Stephano Kim"
"5859","Stephen Blum"
"5860","Stephen Bullock"
"5861","Stephen Bullock"
"5862","Stephen Corby"
"5863","Stephen Killeen"
"5864","Stephen Killeen"
"5865","Stephen Palmer"
"5866","Stephen Plumlee"
"5867","Stephen Roulac"
"5868","Stephen Tindall"
"5869","Sterling Equities"
"5870","Sterling.VC"
"5871","Steve Anderson"
"5872","Steve Baker"
"5873","Steve Baxter"
"5874","Steve Bennet"
"5875","Steve Bennet"
"5876","Steve Bennett"
"5877","Steve Blank"
"5878","Steve Case"
"5879","Steve Chen"
"5880","Steve Chen"
"5881","Steve Collens"
"5882","Steve Eskenazi"
"5883","Steve Farsht"
"5884","Steve Gilpin"
"5885","Steve Gilpin"
"5886","Steve Huffman"
"5887","Steve Kaufmann"
"5888","Steve Kaufmann"
"5889","Steve King"
"5890","Steve Loughlin"
"5891","Steve Martocci"
"5892","Steve Nasiri"
"5893","Steve Newcomb"
"5894","Steve O&#39;Brien"
"5895","Steve Olechowski"
"5896","Steve Pankhurst"
"5897","Steve Potash"
"5898","Steve Reaser"
"5899","Steve Reich"
"5900","Steve Shulman"
"5901","Steve Slovick"
"5902","Steve Stoute"
"5903","Steven Alan"
"5904","Steven B. Swoboda"
"5905","Steven Boal"
"5906","Steven Collens"
"5907","Steven Fan"
"5908","Steven Ho"
"5909","Steven Kane"
"5910","Steven Rosenblatt"
"5911","Steven Roussey"
"5912","Steven Tamm"
"5913","Steven Tamm"
"5914","Steven Yu"
"5915","Stewart Alsop"
"5916","Stewart Butterfield"
"5917","Stonebridge Capital"
"5918","Stonebridge Capital"
"5919","Stonehenge Growth Equity"
"5920","Stonewood Investors"
"5921","Storm Ventures"
"5922","Straight Shot"
"5923","Straightline Ventures"
"5924","Strategic angels"
"5925","Strauss Zelnick"
"5926","Strauss Zelnick"
"5927","Streamlined Ventures"
"5928","StreetEdge Capital"
"5929","Stripes Group"
"5930","Stripes Group"
"5931","Strong Ventures"
"5932","Struck Capital"
"5933","Structure"
"5934","Structure Capital"
"5935","Structure Fund"
"5936","Stuart Coulson"
"5937","Stuart Hunter"
"5938","Stuart Larkins"
"5939","Stuart Larkins"
"5940","Stuart Levinson"
"5941","Studio VC"
"5942","Stupski Foundation"
"5943","Sublime IP"
"5944","Subtraction Capital"
"5945","Sud Investments"
"5946","Sudip Bandopadhyay"
"5947","Sue Heilbronner"
"5948","Suffolk Equity Partners"
"5949","Sugath Warnakulasuriya"
"5950","Sujal Patel"
"5951","Sujal Patel"
"5952","Suleman Ali"
"5953","Sumit Gupta"
"5954","Sumit Mehra"
"5955","Summation Health Ventures"
"5956","Summer@Highland"
"5957","Summit Action Fund"
"5958","Summit Capital"
"5959","Summit Partners"
"5960","Summit Partners"
"5961","Sumon Sadhu"
"5962","SunBridge Global Ventures"
"5963","Sundance DiGiovanni"
"5964","Sundar Subramaniam"
"5965","Sundeep Ahuja"
"5966","Suneel Kumar"
"5967","Sunghyun So"
"5968","Sunghyun So"
"5969","Sunil Hirani"
"5970","Sunil Hirani"
"5971","Sunil Kalra"
"5972","Sunil Kalra"
"5973","Sunstone Capital"
"5974","Supply Chain Ventures"
"5975","Suranga Chandratillake"
"5976","SurveyMonkey"
"5977","Susa Ventures"
"5978","Sutter Hill Ventures"
"5979","Sutton Morgan"
"5980","Sven Ernst"
"5981","Svetozar Georgiev"
"5982","Swarth Group"
"5983","Swarth Group"
"5984","Sway Ventures"
"5985","Sweet Capital Ltd."
"5986","Swift River Investments"
"5987","Switch Ventures"
"5988","Sydney Angels"
"5989","Sydney Angels Sidecar Fund"
"5990","Sydney Angels Sidecar Fund"
"5991","Sygnus Capital"
"5992","Sylvain Zimmer"
"5993","Symmetrical Ventures"
"5994","SymphonyAlpha Ventures"
"5995","Synchrony Financial"
"5996","SyndicateRoom"
"5997","Syngenta Ventures"
"5998","Synygy"
"5999","Sze-jun Tsai"
"6000","T-Venture"
"6001","T. Chen Fong"
"6002","T. McCann"
"6003","T. Rowe Price"
"6004","T.A. McCann"
"6005","T5 Capital"
"6006","TA Venture"
"6007","TA Ventures"
"6008","TAG – The Acceleration Group"
"6009","TANEO fund"
"6010","TANEO fund"
"6011","TCP Venture Capital"
"6012","TEC Ventures"
"6013","TEDCO"
"6014","TEEC Angel Fund"
"6015","TELUS Ventures"
"6016","TEXO Ventures"
"6017","TIA Ventures"
"6018","TIE Angels Group Oregon"
"6019","TIIN Capital"
"6020","TLabs"
"6021","TMCx Accelerator"
"6022","TMI Holding Corp."
"6023","TMT Investments"
"6024","TNF Ventures"
"6025","TOMS Shoes"
"6026","TPG"
"6027","TPG Growth"
"6028","TTV Capital"
"6029","TTV Capital"
"6030","TURN8"
"6031","TWB"
"6032","TWJ Capital"
"6033","TWJ Capital"
"6034","TYLT Lab"
"6035","TYLT Ventures"
"6036","Taavet Hinrikus"
"6037","Tabreez Verjee"
"6038","Tahoma Ventures"
"6039","Taiga Matsuyama"
"6040","Taiga Matsuyama"
"6041","Takata Holdings"
"6042","Take-Two Interactive Software"
"6043","Tal Kerret"
"6044","Tal Simantov"
"6045","Talent Equity Ventures"
"6046","Talent Equity Ventures"
"6047","Talmadge O&#39;Neill"
"6048","Tamares"
"6049","Tamarisc"
"6050","Tandem Capital"
"6051","Tandem Capital"
"6052","Tango"
"6053","Tango Ventures"
"6054","Tanja Lau"
"6055","Tanja Lau"
"6056","Tank Hill Ventures"
"6057","Tank Stream Ventures"
"6058","Tanveer Ali"
"6059","Tappan Hill Ventures"
"6060","Target"
"6061","Target Partners"
"6062","Taryn Naidu"
"6063","Taylor Hou"
"6064","Team Builder Ventures"
"6065","Tech Coast Angels"
"6066","Tech Square Ventures"
"6067","Tech Wildcatters"
"6068","TechCode Accelerator US"
"6069","TechColumbus"
"6070","TechFund Capital"
"6071","TechOperators"
"6072","TechSquare Labs"
"6073","TechStars"
"6074","Techammer"
"6075","Techinvest"
"6076","Technicolor Ventures"
"6077","Technology Crossover Ventures"
"6078","Technology Crossover Ventures (TCV)"
"6079","Technology Development Fund"
"6080","Technology Strategy Board"
"6081","Technology Strategy Board"
"6082","Technology Strategy Board (TSB)"
"6083","Techstars"
"6084","Techstars"
"6085","Techstars"
"6086","Techstars"
